IPORIGEN,IPDESTINO
UPD,192.168.100.65,64.233.190.105
UPD,64.233.190.105,192.168.100.65
UPD,64.233.190.105,192.168.100.65
UPD,192.168.100.65,64.233.190.105
UPD,192.168.100.65,64.233.190.105
UPD,64.233.190.105,192.168.100.65
UPD,64.233.190.105,192.168.100.65
UPD,192.168.100.65,64.233.190.105
UPD,192.168.100.65,64.233.190.139
UPD,64.233.190.139,192.168.100.65
UPD,192.168.100.65,64.233.190.139
UPD,64.233.190.139,192.168.100.65
UPD,192.168.100.65,157.240.204.35
UPD,157.240.204.35,192.168.100.65
UPD,157.240.204.35,192.168.100.65
UPD,157.240.204.35,192.168.100.65
UPD,157.240.204.35,192.168.100.65
UPD,192.168.100.65,157.240.204.35
UPD,192.168.100.65,157.240.204.35
UPD,157.240.204.35,192.168.100.65
UPD,157.240.204.35,192.168.100.65
UPD,192.168.100.65,157.240.204.35
UPD,157.240.204.35,192.168.100.65
UPD,192.168.100.65,157.240.204.35
UPD,157.240.204.35,192.168.100.65
UPD,157.240.204.35,192.168.100.65
UPD,192.168.100.65,157.240.204.35
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,64.233.186.97
UPD,64.233.186.97,192.168.100.65
UPD,192.168.100.65,64.233.190.105
UPD,64.233.190.105,192.168.100.65
UPD,64.233.190.105,192.168.100.65
UPD,192.168.100.65,64.233.190.105
UPD,192.168.100.65,64.233.190.105
UPD,64.233.190.105,192.168.100.65
UPD,192.168.100.65,64.233.186.155
UPD,64.233.186.155,192.168.100.65
UPD,64.233.186.155,192.168.100.65
UPD,64.233.186.155,192.168.100.65
UPD,192.168.100.65,64.233.186.155
UPD,64.233.186.155,192.168.100.65
UPD,64.233.186.155,192.168.100.65
UPD,192.168.100.65,64.233.186.155
UPD,64.233.186.155,192.168.100.65
UPD,64.233.186.155,192.168.100.65
UPD,192.168.100.65,64.233.186.155
UPD,64.233.186.155,192.168.100.65
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,108.177.123.113
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,64.233.190.102
UPD,64.233.190.102,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,192.168.100.65,64.233.190.102
UPD,108.177.123.113,192.168.100.65
UPD,192.168.100.65,108.177.123.113
UPD,108.177.123.113,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,64.233.190.102
UPD,64.233.190.102,192.168.100.65
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,64.233.190.102,192.168.100.65
UPD,108.177.123.113,192.168.100.65
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,64.233.190.102,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,192.168.100.65,64.233.190.102
UPD,64.233.190.102,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,142.250.0.95
UPD,192.168.100.65,108.177.123.113
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.102
UPD,192.168.100.65,64.233.190.100
UPD,192.168.100.65,64.233.190.94
UPD,192.168.100.65,64.233.186.155
UPD,192.168.100.65,64.233.186.95
UPD,192.168.100.65,64.233.186.95
UPD,192.168.100.65,64.233.190.139
UPD,192.168.100.65,64.233.186.94
UPD,192.168.100.65,157.240.204.35
UPD,192.168.100.65,64.233.190.104
UPD,192.168.100.65,64.233.190.105
UPD,192.168.100.65,108.177.123.155
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,64.233.186.97
UPD,192.168.100.65,172.217.192.94
UPD,192.168.100.65,172.217.192.94
UPD,192.168.100.65,142.250.0.93
UPD,192.168.100.65,142.250.0.91
UPD,157.240.204.35,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,64.233.190.102,192.168.100.65
UPD,192.168.100.65,142.250.0.95
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,,
UPD,192.168.100.5,224.0.0.251
UPD,192.168.100.5,224.0.0.251
UPD,,
UPD,192.168.100.65,192.168.100.255
UPD,192.168.100.65,224.0.0.252
UPD,192.168.100.65,224.0.0.252
UPD,192.168.100.65,224.0.0.252
UPD,192.168.100.65,224.0.0.252
UPD,192.168.100.65,192.168.100.255
UPD,192.168.100.65,192.168.100.255
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.54,224.0.0.251
UPD,,
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
UPD,192.168.100.1,239.255.255.250
